Geo Code,Geo Name,Line Number
"4716033","Round Hill No. 467, RM",1540982
"4716038","Meeting Lake No. 466, RM",1541402
"4716041","Leask No. 464, RM",1541822
"4716042","Leask, VL",1542242
"4716044","Parkside, VL",1542662
"4716046","Shellbrook No. 493, RM",1543082
"4716047","Shellbrook, T",1543502
"4716051","Canwood No. 494, RM",1543922
"4716052","Canwood, VL",1544342
"4716053","Prince Albert National Park, NO",1544762
"4716054","Debden, VL",1545182
"4716056","Spiritwood No. 496, RM",1545602
"4716057","Shell Lake, VL",1546022
"4716058","Spiritwood, T",1546442
"4716059","Big Shell, RV",1546862
"4716061","Leoville, VL",1547282
"4716062","Medstead No. 497, RM",1547702
"4716063","Medstead, VL",1548122
"4716072","Big River, T",1548542
"4716075","Big River No. 555, RM",1548962
"4716077","Chitek Lake, RV",1549382
"4716854","Muskeg Lake Cree Nation 102, IRI",1549802
"4716855","Mistawasis 103, IRI",1550222
"4716856","Sturgeon Lake 101, IRI",1550642
"4716858","Big River 118, IRI",1551062
"4716860","Ahtahkakoop 104, IRI",1551482
"4716862","Witchekan Lake 117, IRI",1551902
"4716863","Chitek Lake 191, IRI",1552322
"4716880","Pelican Lake 191B, IRI",1552742
"4717","Division No. 17",1553162
"4717001","Meota No. 468, RM",1553582
"4717002","Cochin, RV",1554002
"4717004","Metinota, RV",1554422
"4717005","Aquadeo, RV",1554842
"4717006","Meota, VL",1555262
"4717008","Turtle River No. 469, RM",1555682
"4717011","Edam, VL",1556102
"4717013","Paynton No. 470, RM",1556522
"4717014","Paynton, VL",1556942
"4717017","Eldon No. 471, RM",1557362
"4717018","Maidstone, T",1557782
"4717019","Waseca, VL",1558202
"4717022","Wilton No. 472, RM",1558622
"4717024","Lashburn, T",1559042
"4717026","Marshall, T",1559462
"4717028","Britannia No. 502, RM",1559882
"4717029","Lloydminster (Part), CY",1560302
"4717032","Frenchman Butte No. 501, RM",1560722
"4717034","Paradise Hill, VL",1561142
"4717036","St. Walburg, T",1561562
"4717039","Mervin, VL",1561982
"4717041","Turtleford, T",1562402
"4717042","Kivimaa-Moonlight Bay, RV",1562822
"4717045","Mervin No. 499, RM",1563242
"4717047","Parkdale No. 498, RM",1563662
"4717048","Glaslyn, VL",1564082
"4717052","Meadow Lake, CY",1564502
"4717054","Meadow Lake No. 588, RM",1564922
"4717055","Dorintosh, VL",1565342
"4717056","Loon Lake No. 561, RM",1565762
"4717057","Makwa, VL",1566182
"4717058","Loon Lake, VL",1566602
"4717062","Beaver River No. 622, RM",1567022
"4717066","Goodsoil, VL",1567442
"4717067","Pierceland, VL",1567862
"4717801","Seekaskootch 119, IRI",1568282
"4717802","Makaoo (Part) 120, IRI",1568702
"4717803","Thunderchild First Nation 115B, IRI",1569122
"4717805","Flying Dust First Nation 105 (Meadow Lake 105), IRI",1569542
"4717806","Waterhen 130, IRI",1569962
"4717807","Makwa Lake 129B, IRI",1570382
"4717809","Ministikwan 161, IRI",1570802
"4717810","Ministikwan 161A, IRI",1571222
"4717811","Big Island Lake Cree Territory, IRI",1571642
"4717812","Moosomin 112B, IRI",1572062
"4717813","Saulteaux 159, IRI",1572482
"4717816","Eagles Lake 165C, IRI",1572902
"4718","Division No. 18",1573322
"4718005","Cumberland House, NV",1573742
"4718012","Timber Bay, NH",1574162
"4718021","Green Lake, NV",1574582
"4718028","Cole Bay, NH",1575002
"4718030","Jans Bay, NH",1575422
"4718033","Beauval, NV",1575842
"4718041","La Ronge, T",1576262
"4718042","Air Ronge, NV",1576682
"4718049","Denare Beach, NV",1577102
"4718051","Creighton, T",1577522
"4718052","Flin Flon (Part), CY",1577942
"4718055","Pelican Narrows, NV",1578362
"4718058","Sandy Bay, NV",1578782
"4718065","Pinehouse, NV",1579202
"4718067","Île-à-la-Crosse, NV",1579622
"4718069","Patuanak, NH",1580042
"4718070","Buffalo Narrows, NV",1580462
"4718071","St. George's Hill, NH",1580882
"4718072","Michel Village, NH",1581302
"4718074","La Loche, NV",1581722
"4718075","Turnor Lake, NH",1582142
"4718090","Division No. 18, Unorganized, NO",1582562
"4718100","Stony Rapids, NH",1582982
"4718801","Cumberland House Cree Nation 20, IRI",1583402
"4718802","Montreal Lake 106, IRI",1583822
"4718803","Stanley 157, IRI",1584242
"4718806","Wapaskokimaw 202, IRI",1584662
"4718807","La Plonge 192, IRI",1585082
"4718808","Morin Lake 217, IRI",1585502
"4718809","Lac La Ronge 156, IRI",1585922
"4718811","Sucker River 156C (Nemebien River 156C), IRI",1586342
"4718812","Kitsakie 156B, IRI",1586762
"4718814","Wapachewunak 192D, IRI",1587182
"4718817","Canoe Lake 165, IRI",1587602
"4718818","Buffalo River Dene Nation 193 (Peter Pond Lake 193), IRI",1588022
"4718819","Turnor Lake 193B, IRI",1588442
"4718820","Pelican Narrows 184B, IRI",1588862
"4718821","Sturgeon Weir 184F, IRI",1589282
"4718822","Southend 200, IRI",1589702
"4718824","Fond du Lac 227, IRI",1590122
"4718825","Brabant Lake, S-É",1590542
"4718826","Southend No. 200A, IRI",1590962
"4718828","Chicken 224, IRI",1591382
"4718831","Grandmother's Bay 219, IRI",1591802
"4718832","Lac La Hache 220, IRI",1592222
"4718839","Clearwater River Dene 222, IRI",1592642
"4718852","Kimosom Pwatinahk 203 (Deschambault Lake), IRI",1593062
"48","Alberta",1593482
"4801","Division No. 1",1593902
"4801003","Cypress County, MD",1594322
"4801006","Medicine Hat, CY",1594742
"4801008","Forty Mile County No. 8, MD",1595162
"4801009","Foremost, VL",1595582
"4801014","Bow Island, T",1596002
"4801018","Redcliff, T",1596422
"4802","Division No. 2",1596842
"4802001","Warner County No. 5, MD",1597262
"4802002","Coutts, VL",1597682
"4802004","Milk River, T",1598102
"4802006","Warner, VL",1598522
"4802008","Raymond, T",1598942
"4802009","Stirling, VL",1599362
"4802011","Lethbridge County, MD",1599782
"4802012","Lethbridge, CY",1600202
"4802013","Coalhurst, T",1600622
"4802014","Nobleford, VL",1601042
"4802016","Barons, VL",1601462
"4802018","Picture Butte, T",1601882
"4802019","Coaldale, T",1602302
"4802021","Taber, MD",1602722
"4802022","Taber, T",1603142
"4802023","Barnwell, VL",1603562
"4802029","Vauxhall, T",1603982
"4802031","Newell County, MD",1604402
"4802034","Brooks, CY",1604822
"4802036","Duchess, VL",1605242
"4802038","Rosemary, VL",1605662
"4802039","Bassano, T",1606082
"4803","Division No. 3",1606502
"4803001","Cardston County, MD",1606922
"4803002","Magrath, T",1607342
"4803003","Improvement District No. 4 Waterton, ID",1607762
"4803004","Cardston, T",1608182
"4803006","Glenwood, VL",1608602
"4803008","Hill Spring, VL",1609022
"4803011","Pincher Creek No. 9, MD",1609442
"4803014","Pincher Creek, T",1609862
"4803016","Cowley, VL",1610282
"4803018","Willow Creek No. 26, MD",1610702
"4803019","Fort Macleod, T",1611122
"4803021","Granum, T",1611542
"4803022","Claresholm, T",1611962
"4803024","Stavely, T",1612382
"4803026","Nanton, T",1612802
"4803801","Piikani 147, IRI",1613222
"4803802","Blood 148, IRI",1613642
"4804","Division No. 4",1614062
"4804001","Acadia No. 34, MD",1614482
"4804004","Special Area No. 2, SA",1614902
"4804006","Empress, VL",1615322
"4804011","Hanna, T",1615742
"4804012","Special Area No. 3, SA",1616162
"4804014","Oyen, T",1616582
"4804016","Cereal, VL",1617002
"4804019","Youngstown, VL",1617422
"4804020","Special Area No. 4, SA",1617842
"4804021","Veteran, VL",1618262
"4804022","Consort, VL",1618682
"4805","Division No. 5",1619102
"4805001","Vulcan County, MD",1619522
"4805002","Carmangay, VL",1619942
"4805004","Champion, VL",1620362
"4805006","Vulcan, T",1620782
"4805008","Lomond, VL",1621202
"4805009","Milo, VL",1621622
"4805011","Arrowwood, VL",1622042
"4805012","Wheatland County, MD",1622462
"4805018","Strathmore, T",1622882
"4805019","Hussar, VL",1623302
"4805021","Standard, VL",1623722
"4805022","Rockyford, VL",1624142
"4805026","Drumheller, T",1624562
"4805031","Starland County, MD",1624982
"4805034","Delia, VL",1625402
"4805036","Munson, VL",1625822
"4805038","Morrin, VL",1626242
"4805041","Kneehill County, MD",1626662
"4805042","Carbon, VL",1627082
"4805044","Acme, VL",1627502
"4805046","Linden, VL",1627922
"4805048","Three Hills, T",1628342
"4805049","Trochu, T",1628762
"4805802","Siksika 146, IRI",1629182
"4806","Division No. 6",1629602
"4806001","Foothills No. 31, MD",1630022
"4806006","High River, T",1630442
"4806008","Longview, VL",1630862
"4806009","Turner Valley, T",1631282
"4806011","Black Diamond, T",1631702
"4806012","Okotoks, T",1632122
"4806014","Rocky View County, MD",1632542
"4806016","Calgary, CY",1632962
"4806017","Chestermere, CY",1633382
"4806019","Cochrane, T",1633802
"4806021","Airdrie, CY",1634222
"4806022","Irricana, T",1634642
"4806024","Beiseker, VL",1635062
"4806026","Crossfield, T",1635482
"4806028","Mountain View County, MD",1635902
"4806029","Carstairs, T",1636322
"4806031","Cremona, VL",1636742
"4806032","Didsbury, T",1637162
"4806034","Olds, T",1637582
"4806036","Sundre, T",1638002
"4806803","Eden Valley 216, IRI",1638422
"4806804","Tsuu T'ina Nation 145 (Sarcee 145), IRI",1638842
"4807","Division No. 7",1639262
"4807001","Provost No. 52, MD",1639682
"4807002","Provost, T",1640102
"4807004","Czar, VL",1640522
"4807006","Hughenden, VL",1640942
"4807008","Amisk, VL",1641362
"4807011","Paintearth County No. 18, MD",1641782
"4807012","Coronation, T",1642202
"4807014","Castor, T",1642622
"4807016","Halkirk, VL",1643042
"4807019","Stettler County No. 6, MD",1643462
"4807021","Big Valley, VL",1643882
"4807022","Gadsby, VL",1644302
"4807024","Botha, VL",1644722
"4807026","Stettler, T",1645142
"4807027","White Sands, SV",1645562
"4807028","Rochon Sands, SV",1645982
"4807029","Donalda, VL",1646402
"4807031","Flagstaff County, MD",1646822
"4807032","Alliance, VL",1647242
"4807036","Forestburg, VL",1647662
"4807038","Heisler, VL",1648082
"4807039","Daysland, T",1648502
"4807042","Killam, T",1648922
"4807044","Sedgewick, T",1649342
"4807046","Lougheed, VL",1649762
"4807048","Hardisty, T",1650182
"4807049","Wainwright No. 61, MD",1650602
"4807051","Chauvin, VL",1651022
"4807052","Edgerton, VL",1651442
"4807054","Wainwright, T",1651862
"4807056","Irma, VL",1652282
"4808","Division No. 8",1652702
"4808001","Red Deer County, MD",1653122
"4808002","Elnora, VL",1653542
"4808004","Delburne, VL",1653962
"4808005","Jarvis Bay, SV",1654382
"4808006","Bowden, T",1654802
"4808008","Innisfail, T",1655222
"4808009","Penhold, T",1655642
"4808011","Red Deer, CY",1656062
"4808012","Sylvan Lake, T",1656482
"4808013","Norglenwold, SV",1656902
"4808022","Lacombe County, MD",1657322
"4808023","Birchcliff, SV",1657742
"4808024","Eckville, T",1658162
"4808025","Half Moon Bay, SV",1658582
"4808026","Bentley, T",1659002
"4808027","Sunbreaker Cove, SV",1659422
"4808028","Gull Lake, SV",1659842
"4808029","Blackfalds, T",1660262
"4808031","Lacombe, CY",1660682
"4808032","Clive, VL",1661102
"4808034","Alix, VL",1661522
"4808038","Ponoka County, MD",1661942
"4808039","Ponoka, T",1662362
"4808042","Parkland Beach, SV",1662782
"4808044","Rimbey, T",1663202
"4808811","Samson 137, IRI",1663622
"4808813","Montana 139, IRI",1664042
"4809","Division No. 9",1664462
"4809002","Clearwater County, MD",1664882
"4809010","Caroline, VL",1665302
"4809015","Rocky Mountain House, T",1665722
"4809806","O'Chiese 203, IRI",1666142
"4809809","Sunchild 202, IRI",1666562
"4809810","Big Horn 144A, IRI",1666982
"4810","Division No. 10",1667402
"4810001","Camrose County, MD",1667822
"4810002","Bashaw, T",1668242
"4810003","Rosalind, VL",1668662
"4810004","Ferintosh, VL",1669082
"4810006","Edberg, VL",1669502
"4810009","Bawlf, VL",1669922
"4810011","Camrose, CY",1670342
"4810012","Bittern Lake, VL",1670762
"4810014","Hay Lakes, VL",1671182
"4810016","Beaver County, MD",1671602
"4810018","Tofield, T",1672022
"4810019","Ryley, VL",1672442
"4810021","Holden, VL",1672862
"4810022","Viking, T",1673282
"4810026","Minburn County No. 27, MD",1673702
"4810028","Vegreville, T",1674122
"4810031","Innisfree, VL",1674542
"4810034","Mannville, VL",1674962
"4810036","Vermilion River County, MD",1675382
"4810038","Paradise Valley, VL",1675802
"4810039","Lloydminster (Part), CY",1676222
"4810041","Kitscoty, VL",1676642
"4810042","Vermilion, T",1677062
"4810044","Marwayne, VL",1677482
"4810046","Dewberry, VL",1677902
"4810048","Two Hills County No. 21, MD",1678322
"4810051","Myrnam, VL",1678742
"4810052","Two Hills, T",1679162
"4810056","Willingdon, VL",1679582
"4810058","Lamont County, MD",1680002
"4810059","Andrew, VL",1680422
"4810061","Mundare, T",1680842
"4810062","Chipman, VL",1681262
"4810064","Lamont, T",1681682
"4810066","Bruderheim, T",1682102
"4810805","Makaoo (Part) 120, IRI",1682522
"4811","Division No. 11",1682942
"4811001","Wetaskiwin County No. 10, MD",1683362
"4811002","Wetaskiwin, CY",1683782
"4811004","Grandview, SV",1684202
"4811005","Poplar Bay, SV",1684622
"4811008","Ma-Me-O Beach, SV",1685042
"4811009","Silver Beach, SV",1685462
"4811011","Millet, T",1685882
"4811012","Leduc County, MD",1686302
"4811013","Beaumont, T",1686722
"4811016","Leduc, CY",1687142
"4811018","Devon, T",1687562
"4811019","Calmar, T",1687982
"4811020","Sundance Beach, SV",1688402
"4811021","Thorsby, VL",1688822
"4811023","Golden Days, SV",1689242
"4811024","Warburg, VL",1689662
"4811026","Breton, VL",1690082
"4811031","Drayton Valley, T",1690502
"4811032","Brazeau County, MD",1690922
"4811034","Parkland County, MD",1691342
"4811038","Seba Beach, SV",1691762
"4811045","Wabamun, VL",1692182
"4811046","Spring Lake, VL",1692602
"4811048","Stony Plain, T",1693022
"4811049","Spruce Grove, CY",1693442
"4811052","Strathcona County, SM",1693862
"4811056","Fort Saskatchewan, CY",1694282
"4811059","Sturgeon County, MD",1694702
"4811061","Edmonton, CY",1695122
"4811062","St. Albert, CY",1695542
"4811064","Gibbons, T",1695962
"4811065","Redwater, T",1696382
"4811066","Bon Accord, T",1696802
"4811068","Morinville, T",1697222
"4811069","Legal, T",1697642
"4811801","Ermineskin 138, IRI",1698062
"4811802","Pigeon Lake 138A, IRI",1698482
"4811803","Louis Bull 138B, IRI",1698902
"4811804","Stony Plain 135, IRI",1699322
"4811805","Alexander 134, IRI",1699742
"4811806","Wabamun 133A, IRI",1700162
"4812","Division No. 12",1700582
"4812002","Cold Lake, CY",1701002
"4812004","Bonnyville No. 87, MD",1701422
"4812009","Bonnyville, T",1701842
"4812011","Bonnyville Beach, SV",1702262
"4812012","Glendon, VL",1702682
"4812013","Pelican Narrows, SV",1703102
"4812014","St. Paul County No. 19, MD",1703522
"4812016","Elk Point, T",1703942
"4812018","St. Paul, T",1704362
"4812020","Horseshoe Bay, SV",1704782
"4812022","Smoky Lake County, MD",1705202
"4812024","Vilna, VL",1705622
"4812026","Waskatenau, VL",1706042
"4812029","Smoky Lake, T",1706462
"4812037","Lac la Biche County, MD",1706882
"4812802","Unipouheos 121, IRI",1707302
"4812804","Puskiakiwenin 122, IRI",1707722
"4812808","White Fish Lake 128, IRI",1708142
"4812810","Cold Lake 149, IRI",1708562
"4812811","Kehewin 123, IRI",1708982
"4812813","Cold Lake 149A, IRI",1709402
"4812815","Cold Lake 149B, IRI",1709822
"4812828","Beaver Lake 131, IRI",1710242
"4812840","Heart Lake 167, IRI",1710662
"4813","Division No. 13",1711082
"4813001","Lac Ste. Anne County, MD",1711502
"4813002","Mayerthorpe, T",1711922
"4813003","Nakamun Park, SV",1712342
"4813005","Val Quentin, SV",1712762
"4813006","West Cove, SV",1713182
"4813007","Yellowstone, SV",1713602
"4813008","Ross Haven, SV",1714022
"4813010","Silver Sands, SV",1714442
"4813011","Sunset Point, SV",1714862
"4813012","Alberta Beach, VL",1715282
"4813014","Onoway, T",1715702
"4813015","South View, SV",1716122
"4813016","Sandy Beach, SV",1716542
"4813017","Sunrise Beach, SV",1716962
"4813018","Barrhead County No. 11, MD",1717382
"4813019","Barrhead, T",1717802
"4813028","Westlock County, MD",1718222
"4813029","Woodlands County, MD",1718642
"4813030","Whitecourt, T",1719062
"4813031","Westlock, T",1719482
"4813032","Clyde, VL",1719902
"4813033","Larkspur, SV",1720322
"4813036","Thorhild County, MD",1720742
"4813044","Athabasca County, MD",1721162
"4813045","Mewatha Beach, SV",1721582
"4813046","Boyle, VL",1722002
"4813047","Sunset Beach, SV",1722422
"4813048","Athabasca, T",1722842
"4813049","Island Lake, SV",1723262
"4813051","Island Lake South, SV",1723682
"4813053","Bondiss, SV",1724102
"4813055","South Baptiste, SV",1724522
"4813061","Whispering Hills, SV",1724942
"4813811","Alexis 133, IRI",1725362
"4814","Division No. 14",1725782
"4814003","Yellowhead County, MD",1726202
"4814019","Hinton, T",1726622
"4814024","Edson, T",1727042
"4815","Division No. 15",1727462
"4815007","Crowsnest Pass, SM",1727882
"4815013","Kananaskis, ID",1728302
"4815015","Bighorn No. 8, MD",1728722
"4815023","Canmore, T",1729142
"4815027","Ghost Lake, SV",1729562
"4815030","Waiparous, SV",1729982
"4815032","Improvement District No. 9 Banff, ID",1730402
"4815033","Jasper, SM",1730822
"4815035","Banff, T",1731242
"4815045","Ranchland No. 66, MD",1731662
"4815802","Stoney 142, 143, 144, IRI",1732082
"4816","Division No. 16",1732502
"4816037","Wood Buffalo, SM",1732922
"4816051","Improvement District No. 24 Wood Buffalo, ID",1733342
"4816817","Janvier 194, IRI",1733762
"4816821","Gregoire Lake 176, IRI",1734182
"4816822","Gregoire Lake 176A, IRI",1734602
"4816850","Allison Bay 219, IRI",1735022
"4816852","Dog Head 218, IRI",1735442
"4816859","Fort Mackay, S-É",1735862
"4817","Division No. 17",1736282
"4817021","High Prairie, T",1736702
"4817024","Swan Hills, T",1737122
"4817026","Northern Sunrise County, MD",1737542
"4817027","Big Lakes County, MD",1737962
"4817029","Slave Lake, T",1738382
"4817031","Opportunity No. 17, MD",1738802
"4817033","Lesser Slave River No.124, MD",1739222
"4817039","Nampa, VL",1739642
"4817062","Clear Hills, MD",1740062
"4817064","Hines Creek, VL",1740482
"4817076","Northern Lights County, MD",1740902
"4817078","Manning, T",1741322
"4817093","High Level, T",1741742
"4817095","Mackenzie County, SM",1742162
"4817097","Rainbow Lake, T",1742582
"4817817","Jean Baptiste Gambler 183, IRI",1743002
"4817818","Wabasca 166, IRI",1743422
"4817819","Wabasca 166A, IRI",1743842
"4817821","Wabasca 166B, IRI",1744262
"4817822","Wabasca 166C, IRI",1744682
"4817823","Wabasca 166D, IRI",1745102
"4817824","Utikoomak Lake 155, IRI",1745522
"4817827","Utikoomak Lake 155A, IRI",1745942
"4817828","Drift Pile River 150, IRI",1746362
"4817829","Sucker Creek 150A, IRI",1746782
"4817831","Swan River 150E, IRI",1747202
"4817835","Fox Lake 162, IRI",1747622
"4817836","Kapawe'no First Nation (Freeman 150B), IRI",1748042
"4817837","John d'Or Prairie 215, IRI",1748462
"4817838","Tall Cree 173, IRI",1748882
"4817840","Tall Cree 173A, IRI",1749302
"4817842","Boyer 164, IRI",1749722
"4817843","Child Lake 164A, IRI",1750142
"4817845","Hay Lake 209, IRI",1750562
"4817848","Bushe River 207, IRI",1750982
"4817849","Upper Hay River 212, IRI",1751402
"4817853","Little Buffalo, S-É",1751822
"4817855","Desmarais, S-É",1752242
"4817856","Woodland Cree 226, IRI",1752662
"4817857","Woodland Cree 228, IRI",1753082
"4817859","Fort Vermilion 173B, IRI",1753502
"4817860","Loon Lake 235, IRI",1753922
"4818","Division No. 18",1754342
"4818002","Fox Creek, T",1754762
"4818005","Grande Cache, T",1755182
"4818015","Greenview No. 16, MD",1755602
"4818018","Valleyview, T",1756022
"4818816","Sturgeon Lake 154, IRI",1756442
"4818818","Sturgeon Lake 154A, IRI",1756862
"4819","Division No. 19",1757282
"4819006","Grande Prairie County No. 1, MD",1757702
"4819008","Hythe, VL",1758122
"4819009","Beaverlodge, T",1758542
"4819011","Wembley, T",1758962
"4819012","Grande Prairie, CY",1759382
"4819014","Sexsmith, T",1759802
"4819038","Peace River, T",1760222
"4819041","Smoky River No. 130, MD",1760642
"4819042","McLennan, T",1761062
"4819044","Donnelly, VL",1761482
"4819046","Falher, T",1761902
"4819048","Girouxville, VL",1762322
"4819049","Birch Hills County, MD",1762742
"4819054","Spirit River No. 133, MD",1763162
"4819056","Rycroft, VL",1763582
"4819058","Spirit River, T",1764002
"4819059","Saddle Hills County, MD",1764422
"4819066","Fairview No. 136, MD",1764842
"4819068","Fairview, T",1765262
"4819071","Peace No. 135, MD",1765682
"4819072","Berwyn, VL",1766102
"4819074","Grimshaw, T",1766522
"4819815","Horse Lakes 152B, IRI",1766942
"4819826","Duncan's 151A, IRI",1767362
"59","British Columbia",1767782
"5901","East Kootenay",1768202
"5901003","Elkford, DM",1768622
"5901006","Sparwood, DM",1769042
"5901012","Fernie, CY",1769462
"5901017","East Kootenay A, RDA",1769882
"5901019","East Kootenay B, RDA",1770302
"5901022","Cranbrook, CY",1770722
"5901028","Kimberley, CY",1771142
"5901035","East Kootenay C, RDA",1771562
"5901037","East Kootenay E, RDA",1771982
"5901039","Invermere, DM",1772402
"5901040","Radium Hot Springs, VL",1772822
"5901043","Canal Flats, VL",1773242
"5901046","East Kootenay F, RDA",1773662
"5901048","East Kootenay G, RDA",1774082
"5901801","Tobacco Plains 2, IRI",1774502
"5901803","Kootenay 1, IRI",1774922
"5901804","Columbia Lake 3, IRI",1775342
"5901806","Shuswap, IRI",1775762
"5903","Central Kootenay",1776182
"5903004","Creston, T",1776602
"5903010","Central Kootenay A, RDA",1777022
"5903011","Salmo, VL",1777442
"5903013","Central Kootenay B, RDA",1777862
"5903015","Nelson, CY",1778282
"5903017","Central Kootenay C, RDA",1778702
"5903019","Slocan, VL",1779122
"5903023","Kaslo, VL",1779542
"5903027","Silverton, VL",1779962
"5903032","New Denver, VL",1780382
"5903039","Central Kootenay D, RDA",1780802
"5903041","Central Kootenay E, RDA",1781222
"5903043","Central Kootenay F, RDA",1781642
"5903045","Castlegar, CY",1782062
"5903047","Central Kootenay G, RDA",1782482
"5903050","Nakusp, VL",1782902
"5903052","Central Kootenay H, RDA",1783322
"5903056","Central Kootenay I, RDA",1783742
"5903058","Central Kootenay J, RDA",1784162
"5903060","Central Kootenay K, RDA",1784582
"5903807","Creston 1, IRI",1785002
"5905","Kootenay Boundary",1785422
"5905005","Fruitvale, VL",1785842
"5905009","Montrose, VL",1786262
"5905014","Trail, CY",1786682
"5905018","Warfield, VL",1787102
"5905023","Rossland, CY",1787522
"5905026","Kootenay Boundary A, RDA",1787942
"5905030","Kootenay Boundary B / Lower Columbia-Old-Glory, RDA",1788362
"5905032","Grand Forks, CY",1788782
"5905037","Midway, VL",1789202
"5905042","Greenwood, CY",1789622
"5905050","Kootenay Boundary C / Christina Lake, RDA",1790042
"5905052","Kootenay Boundary D / Rural Grand Forks, RDA",1790462
"5905054","Kootenay Boundary E / West Boundary, RDA",1790882
"5907","Okanagan-Similkameen",1791302
"5907005","Osoyoos, T",1791722
"5907009","Keremeos, VL",1792142
"5907014","Oliver, T",1792562
"5907022","Okanagan-Similkameen A, RDA",1792982
"5907024","Princeton, T",1793402
"5907026","Okanagan-Similkameen B, RDA",1793822
"5907028","Okanagan-Similkameen C, RDA",1794242
"5907035","Summerland, DM",1794662
"5907041","Penticton, CY",1795082
"5907047","Okanagan-Similkameen D, RDA",1795502
"5907049","Okanagan-Similkameen E, RDA",1795922
"5907051","Okanagan-Similkameen F, RDA",1796342
"5907053","Okanagan-Similkameen G, RDA",1796762
"5907055","Okanagan-Similkameen H, RDA",1797182
"5907801","Lower Similkameen 2, IRI",1797602
"5907802","Osoyoos 1, IRI",1798022
"5907803","Penticton 1, IRI",1798442
"5907805","Chopaka 7 & 8, IRI",1798862
"5907807","Chuchuwayha 2, IRI",1799282
"5907809","Ashnola 10, IRI",1799702
"5909","Fraser Valley",1800122
"5909009","Hope, DM",1800542
"5909014","Fraser Valley A, RDA",1800962
"5909016","Fraser Valley B, RDA",1801382
"5909020","Chilliwack, CY",1801802
"5909027","Harrison Hot Springs, VL",1802222
"5909032","Kent, DM",1802642
"5909034","Fraser Valley D, RDA",1803062
"5909035","Fraser Valley H, RDA",1803482
"5909036","Fraser Valley E, RDA",1803902
"5909048","Fraser Valley C, RDA",1804322
"5909052","Abbotsford, CY",1804742
"5909056","Mission, DM",1805162
"5909060","Fraser Valley F, RDA",1805582
"5909062","Fraser Valley G, RDA",1806002
"5909804","Chawathil 4, IRI",1806422
"5909806","Kopchitchin 2, IRI",1806842
"5909807","Ohamil 1, IRI",1807262
"5909812","Schkam 2, IRI",1807682
"5909819","Kahmoose 4, IRI",1808102
"5909821","Kwawkwawapilt 6, IRI",1808522
"5909824","Skwah 4, IRI",1808942
"5909826","Skway 5, IRI",1809362
"5909827","Soowahlie 14, IRI",1809782
"5909830","Tzeachten 13, IRI",1810202
"5909831","Yakweakwioose 12, IRI",1810622
"5909832","Seabird Island, IRI",1811042
"5909837","Cheam 1, IRI",1811462
"5909839","Chehalis 5, IRI",1811882
"5909841","Stullawheets 8, IRI",1812302
"5909842","Douglas 8, IRI",1812722
"5909845","Skookumchuck 4, IRI",1813142
"5909877","Upper Sumas 6, IRI",1813562
"5909878","Matsqui Main 2, IRI",1813982
"5909879","Holachten 8, IRI",1814402
"5909880","Lakahahmen 11, IRI",1814822
"5909881","Skweahm 10, IRI",1815242
"5909882","Squawkum Creek 3, IRI",1815662
"5909884","Skowkale, IRI",1816082
"5909885","Squiaala, IRI",1816502
"5915","Greater Vancouver",1816922
"5915001","Langley, DM",1817342
"5915002","Langley, CY",1817762
"5915004","Surrey, CY",1818182
"5915007","White Rock, CY",1818602
"5915011","Delta, DM",1819022
"5915015","Richmond, CY",1819442
"5915020","Greater Vancouver A, RDA",1819862
"5915022","Vancouver, CY",1820282
"5915025","Burnaby, CY",1820702
"5915029","New Westminster, CY",1821122
"5915034","Coquitlam, CY",1821542
"5915036","Belcarra, VL",1821962
"5915038","Anmore, VL",1822382
"5915039","Port Coquitlam, CY",1822802
"5915043","Port Moody, CY",1823222
"5915046","North Vancouver, DM",1823642
"5915051","North Vancouver, CY",1824062
"5915055","West Vancouver, DM",1824482
"5915062","Bowen Island, IM",1824902
"5915065","Lions Bay, VL",1825322
"5915070","Pitt Meadows, CY",1825742
"5915075","Maple Ridge, CY",1826162
"5915801","Semiahmoo, IRI",1826582
"5915802","Tsawwassen, IRI",1827002
"5915803","Musqueam 2, IRI",1827422
"5915805","Coquitlam 1, IRI",1827842
"5915806","Burrard Inlet 3, IRI",1828262
"5915807","Mission 1, IRI",1828682
"5915808","Capilano 5, IRI",1829102
"5915811","Seymour Creek 2, IRI",1829522
"5915813","Katzie 2, IRI",1829942
"5915816","McMillan Island 6, IRI",1830362
"5915825","Matsqui 4, IRI",1830782
"5915830","Katzie 1, IRI",1831202
"5917","Capital",1831622
"5917005","North Saanich, DM",1832042
"5917010","Sidney, T",1832462
"5917015","Central Saanich, DM",1832882
"5917021","Saanich, DM",1833302
"5917027","Saltspring Island, RDA",1833722
"5917029","Southern Gulf Islands, RDA",1834142
"5917030","Oak Bay, DM",1834562
"5917034","Victoria, CY",1834982
"5917040","Esquimalt, DM",1835402
"5917041","Colwood, CY",1835822
"5917042","Metchosin, DM",1836242
"5917044","Langford, CY",1836662
"5917047","View Royal, T",1837082
"5917049","Highlands, DM",1837502
"5917052","Sooke, DM",1837922
"5917054","Juan de Fuca (Part 1), RDA",1838342
"5917056","Juan de Fuca (Part 2), RDA",1838762
"5917801","Cole Bay 3, IRI",1839182
"5917802","Union Bay 4, IRI",1839602
